atemp,casual,count,datetime,holiday,humidity,registered,season,temp,weather,windspeed,workingday
9.09,0.0,5.0,2011-01-04 00:00:00,0,55,5.0,1,6.56,1,7.0015,1
9.09,0.0,2.0,2011-01-04 01:00:00,0,59,2.0,1,6.56,1,7.0015,1
7.575,0.0,1.0,2011-01-04 02:00:00,0,63,1.0,1,5.74,1,8.9981,1
9.09,0.0,2.0,2011-01-04 04:00:00,0,63,2.0,1,5.74,1,6.0032,1
7.575,0.0,4.0,2011-01-04 05:00:00,0,68,4.0,1,4.92,1,7.0015,1
7.575,0.0,36.0,2011-01-04 06:00:00,0,74,36.0,1,4.92,1,7.0015,1
7.575,2.0,94.0,2011-01-04 07:00:00,0,74,92.0,1,4.92,1,8.9981,1
7.575,2.0,179.0,2011-01-04 08:00:00,0,69,177.0,1,5.74,1,11.0014,1
7.575,2.0,100.0,2011-01-04 09:00:00,0,64,98.0,1,6.56,1,15.0013,1
6.82,5.0,42.0,2011-01-04 10:00:00,0,69,37.0,1,6.56,2,22.0028,1
10.605,7.0,57.0,2011-01-04 11:00:00,0,51,50.0,1,9.02,1,19.9995,1
11.365,12.0,78.0,2011-01-04 12:00:00,0,51,66.0,1,9.02,1,11.0014,1
11.365,18.0,97.0,2011-01-04 13:00:00,0,56,79.0,1,9.84,1,12.998,1
12.88,9.0,63.0,2011-01-04 14:00:00,0,52,54.0,1,10.66,1,15.0013,1
13.635,17.0,65.0,2011-01-04 15:00:00,0,52,48.0,1,11.48,1,16.9979,1
14.395,15.0,83.0,2011-01-04 16:00:00,0,49,68.0,1,12.3,1,16.9979,1
13.635,10.0,212.0,2011-01-04 17:00:00,0,48,202.0,1,11.48,1,15.0013,1
12.88,3.0,182.0,2011-01-04 18:00:00,0,48,179.0,1,10.66,1,12.998,1
12.88,2.0,112.0,2011-01-04 19:00:00,0,48,110.0,1,9.84,1,7.0015,1
12.88,1.0,54.0,2011-01-04 20:00:00,0,48,53.0,1,9.84,1,7.0015,1
13.635,0.0,48.0,2011-01-04 21:00:00,0,64,48.0,1,9.02,1,0.0,1
12.88,1.0,35.0,2011-01-04 22:00:00,0,64,34.0,1,9.02,1,6.0032,1
11.365,2.0,11.0,2011-01-04 23:00:00,0,69,9.0,1,8.2,1,6.0032,1
12.88,0.0,6.0,2011-01-05 00:00:00,0,64,6.0,1,8.2,1,0.0,1
9.85,0.0,6.0,2011-01-05 01:00:00,0,74,6.0,1,6.56,1,6.0032,1
9.85,0.0,2.0,2011-01-05 02:00:00,0,74,2.0,1,6.56,1,6.0032,1
11.365,0.0,2.0,2011-01-05 04:00:00,0,48,2.0,1,9.84,1,15.0013,1
11.365,0.0,3.0,2011-01-05 05:00:00,0,47,3.0,1,9.02,1,11.0014,1
9.85,0.0,33.0,2011-01-05 06:00:00,0,47,33.0,1,8.2,1,15.0013,1
9.09,1.0,88.0,2011-01-05 07:00:00,0,43,87.0,1,7.38,1,12.998,1
9.09,3.0,195.0,2011-01-05 08:00:00,0,40,192.0,1,8.2,1,19.9995,1
9.85,6.0,115.0,2011-01-05 09:00:00,0,37,109.0,1,9.02,1,22.0028,1
9.85,4.0,57.0,2011-01-05 10:00:00,0,37,53.0,1,9.02,1,22.0028,1
11.365,12.0,46.0,2011-01-05 11:00:00,0,33,34.0,1,10.66,1,22.0028,1
11.365,5.0,79.0,2011-01-05 12:00:00,0,33,74.0,1,10.66,1,22.0028,1
12.88,6.0,71.0,2011-01-05 13:00:00,0,30,65.0,1,11.48,1,19.9995,1
14.395,10.0,62.0,2011-01-05 14:00:00,0,28,52.0,1,12.3,1,12.998,1
14.395,7.0,62.0,2011-01-05 15:00:00,0,28,55.0,1,12.3,1,12.998,1
15.91,4.0,89.0,2011-01-05 16:00:00,0,28,85.0,1,12.3,1,6.0032,1
11.365,4.0,190.0,2011-01-05 17:00:00,0,38,186.0,1,9.84,1,12.998,1
12.12,3.0,169.0,2011-01-05 18:00:00,0,38,166.0,1,9.84,1,8.9981,1
12.88,5.0,132.0,2011-01-05 19:00:00,0,38,127.0,1,9.84,1,7.0015,1
11.365,7.0,89.0,2011-01-05 20:00:00,0,47,82.0,1,9.02,1,11.0014,1
9.85,3.0,43.0,2011-01-05 21:00:00,0,51,40.0,1,8.2,1,12.998,1
9.85,1.0,42.0,2011-01-05 22:00:00,0,55,41.0,1,7.38,1,8.9981,1
12.88,1.0,19.0,2011-01-05 23:00:00,0,47,18.0,1,8.2,1,0.0,1
12.12,0.0,11.0,2011-01-06 00:00:00,0,55,11.0,1,7.38,1,0.0,1
11.365,0.0,4.0,2011-01-06 01:00:00,0,64,4.0,1,6.56,1,0.0,1
11.365,0.0,2.0,2011-01-06 02:00:00,0,64,2.0,1,6.56,1,0.0,1
9.85,0.0,1.0,2011-01-06 04:00:00,0,64,1.0,1,6.56,2,6.0032,1
9.09,0.0,4.0,2011-01-06 05:00:00,0,69,4.0,1,5.74,2,6.0032,1
8.335,0.0,36.0,2011-01-06 06:00:00,0,63,36.0,1,5.74,2,7.0015,1
11.365,0.0,95.0,2011-01-06 07:00:00,0,59,95.0,1,6.56,2,0.0,1
11.365,3.0,219.0,2011-01-06 08:00:00,0,59,216.0,1,6.56,1,0.0,1
12.12,6.0,122.0,2011-01-06 09:00:00,0,51,116.0,1,7.38,2,0.0,1
12.88,3.0,45.0,2011-01-06 10:00:00,0,47,42.0,1,8.2,1,0.0,1
12.88,2.0,59.0,2011-01-06 11:00:00,0,44,57.0,1,9.02,1,6.0032,1
14.395,6.0,84.0,2011-01-06 12:00:00,0,35,78.0,1,10.66,1,0.0,1
13.635,12.0,67.0,2011-01-06 13:00:00,0,35,55.0,1,10.66,1,7.0015,1
13.635,11.0,70.0,2011-01-06 14:00:00,0,36,59.0,1,11.48,1,11.0014,1
13.635,8.0,62.0,2011-01-06 15:00:00,0,36,54.0,1,11.48,1,0.0,1
12.88,12.0,86.0,2011-01-06 16:00:00,0,38,74.0,1,10.66,1,11.0014,1
11.365,9.0,172.0,2011-01-06 17:00:00,0,51,163.0,1,9.02,1,11.0014,1
11.365,5.0,163.0,2011-01-06 18:00:00,0,51,158.0,1,9.02,1,8.9981,1
12.88,3.0,112.0,2011-01-06 19:00:00,0,55,109.0,1,9.02,1,6.0032,1
10.605,3.0,69.0,2011-01-06 20:00:00,0,51,66.0,1,8.2,1,11.0014,1
10.605,0.0,48.0,2011-01-06 21:00:00,0,55,48.0,1,9.02,2,15.0013,1
10.605,1.0,52.0,2011-01-06 22:00:00,0,51,51.0,1,9.02,2,19.0012,1
9.85,4.0,23.0,2011-01-06 23:00:00,0,59,19.0,1,8.2,2,12.998,1
9.85,4.0,17.0,2011-01-07 00:00:00,0,64,13.0,1,8.2,2,12.998,1
9.85,2.0,7.0,2011-01-07 01:00:00,0,69,5.0,1,8.2,2,15.0013,1
9.85,0.0,1.0,2011-01-07 02:00:00,0,69,1.0,1,8.2,2,15.0013,1
10.605,0.0,1.0,2011-01-07 04:00:00,0,69,1.0,1,8.2,2,8.9981,1
13.635,0.0,5.0,2011-01-07 05:00:00,0,55,5.0,1,9.02,3,0.0,1
12.88,8.0,34.0,2011-01-07 06:00:00,0,69,26.0,1,8.2,2,0.0,1
10.605,8.0,84.0,2011-01-07 07:00:00,0,69,76.0,1,8.2,1,8.9981,1
9.85,20.0,210.0,2011-01-07 08:00:00,0,51,190.0,1,8.2,1,16.9979,1
9.09,9.0,134.0,2011-01-07 09:00:00,0,47,125.0,1,8.2,1,19.9995,1
9.85,16.0,63.0,2011-01-07 10:00:00,0,37,47.0,1,9.02,1,22.0028,1
9.85,19.0,67.0,2011-01-07 11:00:00,0,40,48.0,1,8.2,2,15.0013,1
9.85,9.0,59.0,2011-01-07 12:00:00,0,37,50.0,1,8.2,2,16.9979,1
9.09,9.0,73.0,2011-01-07 13:00:00,0,37,64.0,1,8.2,2,19.0012,1
9.85,7.0,50.0,2011-01-07 14:00:00,0,40,43.0,1,8.2,2,16.9979,1
10.605,9.0,72.0,2011-01-07 15:00:00,0,37,63.0,1,8.2,2,11.0014,1
10.605,5.0,87.0,2011-01-07 16:00:00,0,37,82.0,1,8.2,2,11.0014,1
12.88,9.0,187.0,2011-01-07 17:00:00,0,37,178.0,1,8.2,2,0.0,1
11.365,7.0,123.0,2011-01-07 18:00:00,0,40,116.0,1,8.2,1,6.0032,1
9.85,3.0,95.0,2011-01-07 19:00:00,0,55,92.0,1,6.56,1,6.0032,1
10.605,1.0,51.0,2011-01-07 20:00:00,0,47,50.0,1,7.38,1,7.0015,1
9.85,0.0,39.0,2011-01-07 21:00:00,0,47,39.0,1,7.38,1,8.9981,1
9.85,2.0,36.0,2011-01-07 22:00:00,0,43,34.0,1,7.38,2,11.0014,1
9.85,1.0,15.0,2011-01-07 23:00:00,0,51,14.0,1,7.38,2,11.0014,1
9.85,1.0,25.0,2011-01-08 00:00:00,0,51,24.0,1,7.38,2,11.0014,0
10.605,1.0,16.0,2011-01-08 01:00:00,0,55,15.0,1,7.38,2,6.0032,0
12.12,3.0,16.0,2011-01-08 02:00:00,0,55,13.0,1,7.38,2,0.0,0
9.85,0.0,7.0,2011-01-08 03:00:00,0,55,7.0,1,7.38,3,11.0014,0
9.85,0.0,1.0,2011-01-08 04:00:00,0,55,1.0,1,7.38,3,11.0014,0
8.335,0.0,5.0,2011-01-08 05:00:00,0,74,5.0,1,6.56,2,11.0014,0
8.335,0.0,2.0,2011-01-08 06:00:00,0,74,2.0,1,6.56,2,11.0014,0
9.09,1.0,9.0,2011-01-08 07:00:00,0,74,8.0,1,6.56,2,7.0015,0
9.09,0.0,15.0,2011-01-08 08:00:00,0,93,15.0,1,6.56,3,7.0015,0
9.09,0.0,20.0,2011-01-08 09:00:00,0,93,20.0,1,6.56,3,7.0015,0
9.85,5.0,61.0,2011-01-08 10:00:00,0,80,56.0,1,7.38,2,11.0014,0
9.09,2.0,62.0,2011-01-08 11:00:00,0,69,60.0,1,8.2,2,26.0027,0
9.09,8.0,98.0,2011-01-08 12:00:00,0,59,90.0,1,8.2,2,23.9994,0
9.09,7.0,102.0,2011-01-08 13:00:00,0,44,95.0,1,8.2,1,22.0028,0
8.335,12.0,95.0,2011-01-08 14:00:00,0,32,83.0,1,8.2,1,32.9975,0
8.335,5.0,74.0,2011-01-08 15:00:00,0,32,69.0,1,8.2,1,30.0026,0
6.82,8.0,76.0,2011-01-08 16:00:00,0,29,68.0,1,7.38,1,30.0026,0
6.06,5.0,69.0,2011-01-08 17:00:00,0,37,64.0,1,6.56,1,36.9974,0
6.06,3.0,55.0,2011-01-08 18:00:00,0,39,52.0,1,5.74,1,19.9995,0
6.06,4.0,30.0,2011-01-08 19:00:00,0,36,26.0,1,5.74,1,16.9979,0
6.06,0.0,28.0,2011-01-08 20:00:00,0,36,28.0,1,4.92,1,16.9979,0
5.305,2.0,37.0,2011-01-08 21:00:00,0,39,35.0,1,4.92,1,23.9994,0
5.305,1.0,34.0,2011-01-08 22:00:00,0,36,33.0,1,4.92,1,26.0027,0
3.03,0.0,22.0,2011-01-08 23:00:00,0,39,22.0,1,4.1,1,30.0026,0
3.79,1.0,25.0,2011-01-09 00:00:00,0,42,24.0,1,4.1,1,26.0027,0
3.03,0.0,12.0,2011-01-09 01:00:00,0,42,12.0,1,4.1,1,31.0009,0
3.03,0.0,11.0,2011-01-09 02:00:00,0,46,11.0,1,4.1,1,31.0009,0
3.79,0.0,4.0,2011-01-09 03:00:00,0,46,4.0,1,4.1,1,27.9993,0
4.545,0.0,1.0,2011-01-09 04:00:00,0,53,1.0,1,3.28,1,12.998,0
4.545,0.0,1.0,2011-01-09 05:00:00,0,53,1.0,1,3.28,1,12.998,0
4.545,0.0,1.0,2011-01-09 06:00:00,0,49,1.0,1,4.1,1,19.0012,0
4.545,1.0,6.0,2011-01-09 07:00:00,0,53,5.0,1,3.28,1,12.998,0
4.545,0.0,10.0,2011-01-09 08:00:00,0,49,10.0,1,4.1,1,19.0012,0
3.79,0.0,19.0,2011-01-09 09:00:00,0,46,19.0,1,4.92,1,35.0008,0
5.305,0.0,49.0,2011-01-09 10:00:00,0,43,49.0,1,5.74,1,26.0027,0
6.06,2.0,49.0,2011-01-09 11:00:00,0,40,47.0,1,6.56,1,35.0008,0
6.82,4.0,83.0,2011-01-09 12:00:00,0,37,79.0,1,7.38,1,30.0026,0
8.335,6.0,75.0,2011-01-09 13:00:00,0,34,69.0,1,8.2,1,30.0026,0
9.09,8.0,72.0,2011-01-09 14:00:00,0,32,64.0,1,9.02,1,31.0009,0
9.85,5.0,82.0,2011-01-09 15:00:00,0,35,77.0,1,9.02,1,23.9994,0
8.335,13.0,92.0,2011-01-09 16:00:00,0,34,79.0,1,8.2,1,30.0026,0
7.575,3.0,62.0,2011-01-09 17:00:00,0,37,59.0,1,7.38,1,26.0027,0
6.82,4.0,48.0,2011-01-09 18:00:00,0,40,44.0,1,6.56,1,22.0028,0
6.82,1.0,41.0,2011-01-09 19:00:00,0,43,40.0,1,6.56,1,22.0028,0
6.06,0.0,38.0,2011-01-09 20:00:00,0,46,38.0,1,5.74,1,16.9979,0
5.305,1.0,20.0,2011-01-09 21:00:00,0,46,19.0,1,5.74,1,27.9993,0
6.06,5.0,15.0,2011-01-09 22:00:00,0,46,10.0,1,5.74,1,19.9995,0
6.82,0.0,6.0,2011-01-09 23:00:00,0,50,6.0,1,4.92,1,12.998,0
6.06,2.0,5.0,2011-01-10 00:00:00,0,50,3.0,1,4.92,1,19.0012,1
6.06,1.0,1.0,2011-01-10 01:00:00,0,50,0.0,1,4.92,1,19.0012,1
6.06,0.0,3.0,2011-01-10 02:00:00,0,50,3.0,1,4.92,1,15.0013,1
6.06,0.0,1.0,2011-01-10 03:00:00,0,50,1.0,1,4.92,1,15.0013,1
6.06,1.0,3.0,2011-01-10 04:00:00,0,54,2.0,1,4.1,1,8.9981,1
5.305,0.0,3.0,2011-01-10 05:00:00,0,54,3.0,1,4.1,1,16.9979,1
6.06,0.0,31.0,2011-01-10 06:00:00,0,50,31.0,1,4.92,1,19.0012,1
6.06,2.0,77.0,2011-01-10 07:00:00,0,50,75.0,1,4.92,1,15.0013,1
6.06,4.0,188.0,2011-01-10 08:00:00,0,50,184.0,1,4.92,2,19.0012,1
6.06,2.0,94.0,2011-01-10 09:00:00,0,50,92.0,1,5.74,2,16.9979,1
6.06,0.0,31.0,2011-01-10 10:00:00,0,50,31.0,1,5.74,2,19.9995,1
6.82,2.0,30.0,2011-01-10 11:00:00,0,47,28.0,1,6.56,2,19.0012,1
9.09,5.0,52.0,2011-01-10 12:00:00,0,40,47.0,1,8.2,2,19.0012,1
9.09,4.0,54.0,2011-01-10 13:00:00,0,40,50.0,1,8.2,2,19.0012,1
9.85,0.0,47.0,2011-01-10 14:00:00,0,40,47.0,1,8.2,2,15.0013,1
9.85,2.0,45.0,2011-01-10 15:00:00,0,40,43.0,1,8.2,2,15.0013,1
10.605,4.0,74.0,2011-01-10 16:00:00,0,40,70.0,1,8.2,1,8.9981,1
11.365,4.0,178.0,2011-01-10 17:00:00,0,40,174.0,1,8.2,1,7.0015,1
9.85,1.0,155.0,2011-01-10 18:00:00,0,40,154.0,1,8.2,1,15.0013,1
8.335,3.0,95.0,2011-01-10 19:00:00,0,47,92.0,1,6.56,1,11.0014,1
8.335,1.0,74.0,2011-01-10 20:00:00,0,50,73.0,1,6.56,1,11.0014,1
6.82,1.0,38.0,2011-01-10 21:00:00,0,59,37.0,1,5.74,1,12.998,1
7.575,2.0,24.0,2011-01-10 22:00:00,0,59,22.0,1,5.74,1,11.0014,1
7.575,0.0,18.0,2011-01-10 23:00:00,0,59,18.0,1,5.74,1,11.0014,1
8.335,2.0,12.0,2011-01-11 00:00:00,0,59,10.0,1,5.74,1,7.0015,1
7.575,0.0,3.0,2011-01-11 01:00:00,0,59,3.0,1,5.74,1,11.0014,1
7.575,0.0,3.0,2011-01-11 02:00:00,0,55,3.0,1,6.56,2,12.998,1
9.09,0.0,6.0,2011-01-11 05:00:00,0,55,6.0,1,6.56,2,8.9981,1
9.09,0.0,27.0,2011-01-11 06:00:00,0,55,27.0,1,6.56,2,8.9981,1
11.365,2.0,99.0,2011-01-11 07:00:00,0,55,97.0,1,6.56,2,0.0,1
10.605,3.0,217.0,2011-01-11 08:00:00,0,51,214.0,1,7.38,2,6.0032,1
9.85,3.0,130.0,2011-01-11 09:00:00,0,51,127.0,1,7.38,2,11.0014,1
10.605,3.0,54.0,2011-01-11 10:00:00,0,51,51.0,1,8.2,2,11.0014,1
10.605,4.0,35.0,2011-01-11 11:00:00,0,47,31.0,1,8.2,2,8.9981,1
11.365,2.0,57.0,2011-01-11 12:00:00,0,51,55.0,1,8.2,2,7.0015,1
11.365,6.0,52.0,2011-01-11 13:00:00,0,59,46.0,1,8.2,2,6.0032,1
11.365,3.0,63.0,2011-01-11 14:00:00,0,59,60.0,1,8.2,2,6.0032,1
9.85,2.0,47.0,2011-01-11 15:00:00,0,80,45.0,1,6.56,2,6.0032,1
7.575,4.0,76.0,2011-01-11 16:00:00,0,86,72.0,1,6.56,2,15.0013,1
7.575,6.0,136.0,2011-01-11 17:00:00,0,86,130.0,1,6.56,2,15.0013,1
9.09,1.0,95.0,2011-01-11 18:00:00,0,93,94.0,1,6.56,3,7.0015,1
11.365,0.0,51.0,2011-01-11 19:00:00,0,93,51.0,1,6.56,3,0.0,1
7.575,0.0,32.0,2011-01-11 20:00:00,0,93,32.0,1,6.56,3,12.998,1
9.85,0.0,20.0,2011-01-11 21:00:00,0,86,20.0,1,6.56,3,6.0032,1
9.09,1.0,29.0,2011-01-11 22:00:00,0,93,28.0,1,6.56,3,7.0015,1
9.85,1.0,19.0,2011-01-11 23:00:00,0,93,18.0,1,6.56,3,6.0032,1
9.85,0.0,7.0,2011-01-12 00:00:00,0,86,7.0,1,6.56,2,6.0032,1
9.09,0.0,6.0,2011-01-12 01:00:00,0,86,6.0,1,6.56,2,7.0015,1
7.575,0.0,1.0,2011-01-12 02:00:00,0,86,1.0,1,5.74,1,8.9981,1
7.575,0.0,5.0,2011-01-12 05:00:00,0,86,5.0,1,5.74,1,11.0014,1
7.575,0.0,16.0,2011-01-12 06:00:00,0,93,16.0,1,4.92,1,8.9981,1
7.575,0.0,54.0,2011-01-12 07:00:00,0,69,54.0,1,5.74,1,8.9981,1
8.335,3.0,128.0,2011-01-12 08:00:00,0,59,125.0,1,6.56,1,11.0014,1
6.82,3.0,81.0,2011-01-12 09:00:00,0,59,78.0,1,6.56,1,22.0028,1
9.09,0.0,39.0,2011-01-12 10:00:00,0,55,39.0,1,7.38,1,15.0013,1
9.09,3.0,35.0,2011-01-12 11:00:00,0,51,32.0,1,8.2,1,26.0027,1
7.575,3.0,55.0,2011-01-12 12:00:00,0,47,52.0,1,8.2,1,39.0007,1
9.85,0.0,49.0,2011-01-12 13:00:00,0,44,49.0,1,9.02,1,23.9994,1
9.09,0.0,44.0,2011-01-12 14:00:00,0,47,44.0,1,8.2,1,22.0028,1
8.335,1.0,49.0,2011-01-12 15:00:00,0,47,48.0,1,8.2,1,27.9993,1
9.85,5.0,68.0,2011-01-12 16:00:00,0,44,63.0,1,9.02,1,22.0028,1
9.09,0.0,139.0,2011-01-12 17:00:00,0,47,139.0,1,8.2,1,23.9994,1
7.575,2.0,137.0,2011-01-12 18:00:00,0,47,135.0,1,8.2,1,35.0008,1
7.575,1.0,83.0,2011-01-12 19:00:00,0,47,82.0,1,7.38,1,27.9993,1
6.82,2.0,56.0,2011-01-12 20:00:00,0,50,54.0,1,6.56,1,22.0028,1
6.82,0.0,57.0,2011-01-12 21:00:00,0,55,57.0,1,6.56,1,22.0028,1
6.06,1.0,33.0,2011-01-12 22:00:00,0,55,32.0,1,6.56,1,30.0026,1
5.305,1.0,20.0,2011-01-12 23:00:00,0,59,19.0,1,5.74,1,27.9993,1
6.06,1.0,7.0,2011-01-13 00:00:00,0,59,6.0,1,5.74,1,19.0012,1
6.06,0.0,2.0,2011-01-13 01:00:00,0,50,2.0,1,5.74,1,19.0012,1
6.06,0.0,2.0,2011-01-13 02:00:00,0,50,2.0,1,5.74,1,23.9994,1
6.06,0.0,3.0,2011-01-13 03:00:00,0,50,3.0,1,5.74,1,22.0028,1
6.06,0.0,4.0,2011-01-13 04:00:00,0,50,4.0,1,5.74,1,16.9979,1
6.06,0.0,3.0,2011-01-13 05:00:00,0,50,3.0,1,5.74,1,19.9995,1
7.575,0.0,28.0,2011-01-13 06:00:00,0,54,28.0,1,4.92,1,8.9981,1
7.575,0.0,72.0,2011-01-13 07:00:00,0,54,72.0,1,4.92,1,8.9981,1
6.82,5.0,202.0,2011-01-13 08:00:00,0,50,197.0,1,5.74,1,12.998,1
6.06,2.0,139.0,2011-01-13 09:00:00,0,50,137.0,1,5.74,1,22.0028,1
6.82,2.0,38.0,2011-01-13 10:00:00,0,50,36.0,1,6.56,2,23.9994,1
8.335,4.0,37.0,2011-01-13 11:00:00,0,44,33.0,1,8.2,2,30.0026,1
8.335,3.0,52.0,2011-01-13 12:00:00,0,44,49.0,1,8.2,1,27.9993,1
9.85,2.0,83.0,2011-01-13 13:00:00,0,41,81.0,1,9.02,1,30.0026,1
